time_sec,clients,run,throughput
11,64,2,4702144
12,64,2,4696128
13,64,2,4701052
14,64,2,4703872
15,64,2,4700096
16,64,2,4693376
17,64,2,4698939
18,64,2,4700800
19,64,2,4699392
20,64,2,4700160
21,64,2,4698368
22,64,2,4698557
23,64,2,4698750
24,64,2,4699257
25,64,2,4696444
26,64,2,4699648
27,64,2,4696640
28,64,2,4697023
29,64,2,4696960
30,64,2,4698879
31,64,2,4697728
32,64,2,4699008
33,64,2,4698624
34,64,2,4700223
35,64,2,4699136
36,64,2,4700352
37,64,2,4698048
38,64,2,4698624
39,64,2,4698304
40,64,2,4699580
41,64,2,4698560
42,64,2,4698176
43,64,2,4699008
44,64,2,4699703
45,64,2,4698048
46,64,2,4698624
47,64,2,4698752
48,64,2,4700349
49,64,2,4700352
50,64,2,4700480
51,64,2,4698304
52,64,2,4702080
53,64,2,4698624
54,64,2,4701760
55,64,2,4698688
56,64,2,4698557
57,64,2,4698688
58,64,2,4700032
59,64,2,4696832
60,64,2,4697472
61,64,2,80640
1,64,3,4668258
2,64,3,4737632
3,64,3,4748286
4,64,3,4744390
5,64,3,4743652
6,64,3,4741820
7,64,3,4739834
8,64,3,4745914
9,64,3,4746929
10,64,3,4742592
11,64,3,4747648
12,64,3,4743994
13,64,3,4748479
14,64,3,4744064
15,64,3,4735485
16,64,3,4759744
17,64,3,4744512
18,64,3,4739328
19,64,3,4743424
20,64,3,4741756
21,64,3,4742848
22,64,3,4740862
23,64,3,4742848
24,64,3,4741056
25,64,3,4743933
26,64,3,4740608
27,64,3,4744575
28,64,3,4741119
29,64,3,4742784
30,64,3,4740541
31,64,3,4744000
32,64,3,4741248
33,64,3,4744320
34,64,3,4741599
35,64,3,4743802
36,64,3,4739061
37,64,3,4741952
38,64,3,4741824
39,64,3,4740095
40,64,3,4738688
41,64,3,4739008
42,64,3,4734335
43,64,3,4737536
44,64,3,4737344
45,64,3,4740224
46,64,3,4736576
47,64,3,4739968
48,64,3,4734720
49,64,3,4739904
50,64,3,4737787
51,64,3,4739904
52,64,3,4739008
53,64,3,4739326
54,64,3,4737536
55,64,3,4742464
56,64,3,4738865
57,64,3,4742528
58,64,3,4740032
59,64,3,4742208
60,64,3,4742518
61,64,3,97280
